,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
30,Albania,ALB,2021-02-09,1127.0,689.0,438.0,82.0,0.04,0.02,0.02,28.0,Pfizer/BioNTech
38,Albania,ALB,2021-02-17,1701.0,1090.0,611.0,72.0,0.06,0.04,0.02,25.0,Pfizer/BioNTech
39,Albania,ALB,2021-02-18,3049.0,2438.0,611.0,254.0,0.11,0.08,0.02,88.0,Pfizer/BioNTech
113,Argentina,ARG,2021-01-20,247933.0,243539.0,4394.0,11586.0,0.55,0.54,0.01,256.0,Sputnik V
114,Argentina,ARG,2021-01-21,265724.0,249372.0,16352.0,11704.0,0.59,0.55,0.04,259.0,Sputnik V
115,Argentina,ARG,2021-01-22,279602.0,254456.0,25146.0,11263.0,0.62,0.56,0.06,249.0,Sputnik V
116,Argentina,ARG,2021-01-23,288064.0,258876.0,29188.0,11124.0,0.64,0.57,0.06,246.0,Sputnik V
117,Argentina,ARG,2021-01-24,292023.0,260036.0,31987.0,10342.0,0.65,0.58,0.07,229.0,Sputnik V
118,Argentina,ARG,2021-01-25,292386.0,260122.0,32264.0,9046.0,0.65,0.58,0.07,200.0,Sputnik V
119,Argentina,ARG,2021-01-26,305880.0,266969.0,38911.0,9626.0,0.68,0.59,0.09,213.0,Sputnik V
120,Argentina,ARG,2021-01-27,318033.0,272323.0,45710.0,10014.0,0.7,0.6,0.1,222.0,Sputnik V
121,Argentina,ARG,2021-01-28,327999.0,276548.0,51451.0,8896.0,0.73,0.61,0.11,197.0,Sputnik V
122,Argentina,ARG,2021-01-29,344034.0,278451.0,65583.0,9205.0,0.76,0.62,0.15,204.0,Sputnik V
123,Argentina,ARG,2021-01-30,366384.0,281023.0,85361.0,11189.0,0.81,0.62,0.19,248.0,Sputnik V
125,Argentina,ARG,2021-02-01,375851.0,281577.0,94274.0,11924.0,0.83,0.62,0.21,264.0,Sputnik V
127,Argentina,ARG,2021-02-03,396562.0,284196.0,112366.0,11218.0,0.88,0.63,0.25,248.0,Sputnik V
128,Argentina,ARG,2021-02-04,444018.0,297717.0,146301.0,16574.0,0.98,0.66,0.32,367.0,Sputnik V
130,Argentina,ARG,2021-02-06,471383.0,307501.0,163882.0,15000.0,1.04,0.68,0.36,332.0,Sputnik V
131,Argentina,ARG,2021-02-07,501152.0,319316.0,181836.0,18576.0,1.11,0.71,0.4,411.0,Sputnik V
132,Argentina,ARG,2021-02-08,511582.0,322318.0,189264.0,19390.0,1.13,0.71,0.42,429.0,Sputnik V
133,Argentina,ARG,2021-02-09,513178.0,322975.0,190203.0,18139.0,1.14,0.71,0.42,401.0,Sputnik V
134,Argentina,ARG,2021-02-10,535303.0,337772.0,197531.0,19820.0,1.18,0.75,0.44,439.0,Sputnik V
135,Argentina,ARG,2021-02-11,572928.0,362649.0,210279.0,18416.0,1.27,0.8,0.47,407.0,Sputnik V
136,Argentina,ARG,2021-02-12,591632.0,368023.0,223609.0,19133.0,1.31,0.81,0.49,423.0,Sputnik V
137,Argentina,ARG,2021-02-13,606245.0,371629.0,234616.0,19266.0,1.34,0.82,0.52,426.0,Sputnik V
138,Argentina,ARG,2021-02-14,609605.0,372122.0,237483.0,15493.0,1.35,0.82,0.53,343.0,Sputnik V
139,Argentina,ARG,2021-02-15,609791.0,372181.0,237610.0,14030.0,1.35,0.82,0.53,310.0,Sputnik V
140,Argentina,ARG,2021-02-16,611169.0,373253.0,237916.0,13999.0,1.35,0.83,0.53,310.0,Sputnik V
141,Argentina,ARG,2021-02-17,612322.0,374002.0,238320.0,11003.0,1.35,0.83,0.53,243.0,Sputnik V
142,Argentina,ARG,2021-02-18,635583.0,392399.0,243184.0,8951.0,1.41,0.87,0.54,198.0,Sputnik V
143,Argentina,ARG,2021-02-19,668654.0,414958.0,253696.0,11003.0,1.48,0.92,0.56,243.0,Sputnik V
152,Austria,AUT,2021-01-18,88973.0,60708.0,304.0,9673.0,0.99,0.67,0.0,1074.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
153,Austria,AUT,2021-01-19,97389.0,70474.0,1034.0,10876.0,1.08,0.78,0.01,1208.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
154,Austria,AUT,2021-01-20,127354.0,86888.0,2007.0,15156.0,1.41,0.96,0.02,1683.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
155,Austria,AUT,2021-01-21,152843.0,105038.0,3214.0,15108.0,1.7,1.17,0.04,1677.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
156,Austria,AUT,2021-01-22,163692.0,121216.0,3540.0,13746.0,1.82,1.35,0.04,1526.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
157,Austria,AUT,2021-01-23,168700.0,132105.0,4243.0,13233.0,1.87,1.47,0.05,1469.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
158,Austria,AUT,2021-01-24,171416.0,135249.0,4289.0,12773.0,1.9,1.5,0.05,1418.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
159,Austria,AUT,2021-01-25,177179.0,137044.0,4306.0,12601.0,1.97,1.52,0.05,1399.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
160,Austria,AUT,2021-01-26,187606.0,146587.0,4346.0,12888.0,2.08,1.63,0.05,1431.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
161,Austria,AUT,2021-01-27,191749.0,153859.0,5126.0,9199.0,2.13,1.71,0.06,1021.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
162,Austria,AUT,2021-01-28,198091.0,163806.0,5633.0,6464.0,2.2,1.82,0.06,718.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
163,Austria,AUT,2021-01-29,208878.0,174262.0,7157.0,6455.0,2.32,1.93,0.08,717.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
164,Austria,AUT,2021-01-30,220647.0,183628.0,13551.0,7421.0,2.45,2.04,0.15,824.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
165,Austria,AUT,2021-01-31,224792.0,185291.0,15207.0,7625.0,2.5,2.06,0.17,847.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
166,Austria,AUT,2021-02-01,227802.0,186479.0,15866.0,7232.0,2.53,2.07,0.18,803.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
167,Austria,AUT,2021-02-02,241258.0,189926.0,19062.0,7665.0,2.68,2.11,0.21,851.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
168,Austria,AUT,2021-02-03,252707.0,194287.0,28233.0,8708.0,2.81,2.16,0.31,967.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
169,Austria,AUT,2021-02-04,262079.0,198912.0,39329.0,9141.0,2.91,2.21,0.44,1015.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
170,Austria,AUT,2021-02-05,277431.0,202160.0,50669.0,9793.0,3.08,2.24,0.56,1087.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
171,Austria,AUT,2021-02-06,284578.0,208144.0,62123.0,9133.0,3.16,2.31,0.69,1014.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
172,Austria,AUT,2021-02-07,289954.0,210239.0,66621.0,9309.0,3.22,2.33,0.74,1034.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
173,Austria,AUT,2021-02-08,298195.0,212062.0,71135.0,10056.0,3.31,2.35,0.79,1117.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
174,Austria,AUT,2021-02-09,311221.0,215592.0,78852.0,9995.0,3.46,2.39,0.88,1110.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
175,Austria,AUT,2021-02-10,329881.0,219286.0,90983.0,11025.0,3.66,2.43,1.01,1224.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
176,Austria,AUT,2021-02-11,343069.0,224467.0,106450.0,11570.0,3.81,2.49,1.18,1285.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
177,Austria,AUT,2021-02-12,365414.0,229317.0,122349.0,12569.0,4.06,2.55,1.36,1396.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
178,Austria,AUT,2021-02-13,368766.0,236728.0,136564.0,12027.0,4.09,2.63,1.52,1335.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
179,Austria,AUT,2021-02-14,374034.0,241795.0,141922.0,12011.0,4.15,2.68,1.58,1334.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
180,Austria,AUT,2021-02-15,402986.0,242625.0,143889.0,14970.0,4.47,2.69,1.6,1662.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
181,Austria,AUT,2021-02-16,418055.0,247553.0,151477.0,15262.0,4.64,2.75,1.68,1695.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
182,Austria,AUT,2021-02-17,444836.0,253854.0,160094.0,16422.0,4.94,2.82,1.78,1823.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
183,Austria,AUT,2021-02-18,466029.0,266191.0,174350.0,17566.0,5.17,2.96,1.94,1950.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
313,Belgium,BEL,2021-01-18,133557.0,133448.0,109.0,14427.0,1.15,1.15,0.0,1245.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
314,Belgium,BEL,2021-01-19,152623.0,152333.0,290.0,14934.0,1.32,1.31,0.0,1289.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
315,Belgium,BEL,2021-01-20,173143.0,172431.0,712.0,14907.0,1.49,1.49,0.01,1286.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
316,Belgium,BEL,2021-01-21,202822.0,202110.0,712.0,15918.0,1.75,1.74,0.01,1373.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
317,Belgium,BEL,2021-01-22,231875.0,231132.0,743.0,16786.0,2.0,1.99,0.01,1448.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
318,Belgium,BEL,2021-01-23,239944.0,239194.0,750.0,17220.0,2.07,2.06,0.01,1486.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
319,Belgium,BEL,2021-01-24,241795.0,241045.0,750.0,17015.0,2.09,2.08,0.01,1468.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
320,Belgium,BEL,2021-01-25,252790.0,252040.0,750.0,17033.0,2.18,2.17,0.01,1470.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
321,Belgium,BEL,2021-01-26,264423.0,262198.0,2225.0,15971.0,2.28,2.26,0.02,1378.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
322,Belgium,BEL,2021-01-27,280448.0,275042.0,5406.0,15329.0,2.42,2.37,0.05,1323.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
323,Belgium,BEL,2021-01-28,302209.0,289738.0,12471.0,14198.0,2.61,2.5,0.11,1225.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
324,Belgium,BEL,2021-01-29,321729.0,300966.0,20763.0,12836.0,2.78,2.6,0.18,1108.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
325,Belgium,BEL,2021-01-30,326172.0,302537.0,23635.0,12318.0,2.81,2.61,0.2,1063.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
326,Belgium,BEL,2021-01-31,327064.0,303101.0,23963.0,12181.0,2.82,2.62,0.21,1051.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
327,Belgium,BEL,2021-02-01,334177.0,306727.0,27450.0,11627.0,2.88,2.65,0.24,1003.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
328,Belgium,BEL,2021-02-02,356818.0,316386.0,40432.0,13199.0,3.08,2.73,0.35,1139.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
329,Belgium,BEL,2021-02-03,384736.0,325565.0,59171.0,14898.0,3.32,2.81,0.51,1285.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
330,Belgium,BEL,2021-02-04,416003.0,334174.0,81829.0,16256.0,3.59,2.88,0.71,1403.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
331,Belgium,BEL,2021-02-05,444695.0,341380.0,103315.0,17567.0,3.84,2.95,0.89,1516.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
332,Belgium,BEL,2021-02-06,450892.0,342580.0,108312.0,17817.0,3.89,2.96,0.93,1537.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
333,Belgium,BEL,2021-02-07,454009.0,342881.0,111128.0,18135.0,3.92,2.96,0.96,1565.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
334,Belgium,BEL,2021-02-08,463373.0,345092.0,118281.0,18457.0,4.0,2.98,1.02,1593.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
335,Belgium,BEL,2021-02-09,489163.0,352377.0,136786.0,18906.0,4.22,3.04,1.18,1631.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
336,Belgium,BEL,2021-02-10,512363.0,358647.0,153716.0,18232.0,4.42,3.09,1.33,1573.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
337,Belgium,BEL,2021-02-11,544865.0,365894.0,178971.0,18409.0,4.7,3.16,1.54,1588.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
338,Belgium,BEL,2021-02-12,575932.0,371774.0,204158.0,18748.0,4.97,3.21,1.76,1618.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
339,Belgium,BEL,2021-02-13,583251.0,372254.0,210997.0,18908.0,5.03,3.21,1.82,1631.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
340,Belgium,BEL,2021-02-14,585097.0,372317.0,212780.0,18727.0,5.05,3.21,1.84,1616.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
341,Belgium,BEL,2021-02-15,596545.0,373861.0,222684.0,19025.0,5.15,3.23,1.92,1642.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
342,Belgium,BEL,2021-02-16,608890.0,377453.0,231437.0,17104.0,5.25,3.26,2.0,1476.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
343,Belgium,BEL,2021-02-17,622336.0,381833.0,240503.0,15710.0,5.37,3.29,2.08,1356.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
344,Belgium,BEL,2021-02-18,630829.0,385311.0,245518.0,12281.0,5.44,3.32,2.12,1060.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
372,Bermuda,BMU,2021-02-06,9095.0,7504.0,1591.0,600.0,14.61,12.05,2.55,9635.0,Pfizer/BioNTech
375,Bermuda,BMU,2021-02-09,10000.0,8400.0,1600.0,472.0,16.06,13.49,2.57,7580.0,Pfizer/BioNTech
418,Brazil,BRA,2021-02-06,3401383.0,3399421.0,1962.0,199739.0,1.6,1.6,0.0,940.0,"Oxford/AstraZeneca, Sinovac"
419,Brazil,BRA,2021-02-07,3553681.0,3534004.0,19677.0,211375.0,1.67,1.66,0.01,994.0,"Oxford/AstraZeneca, Sinovac"
420,Brazil,BRA,2021-02-08,3605538.0,3579850.0,25688.0,211604.0,1.7,1.68,0.01,996.0,"Oxford/AstraZeneca, Sinovac"
421,Brazil,BRA,2021-02-09,3820207.0,3786591.0,33616.0,218237.0,1.8,1.78,0.02,1027.0,"Oxford/AstraZeneca, Sinovac"
422,Brazil,BRA,2021-02-10,4120332.0,4069677.0,50655.0,228375.0,1.94,1.91,0.02,1074.0,"Oxford/AstraZeneca, Sinovac"
423,Brazil,BRA,2021-02-11,4406835.0,4326075.0,80760.0,190540.0,2.07,2.04,0.04,896.0,"Oxford/AstraZeneca, Sinovac"
424,Brazil,BRA,2021-02-12,4696136.0,4586270.0,109866.0,231604.0,2.21,2.16,0.05,1090.0,"Oxford/AstraZeneca, Sinovac"
425,Brazil,BRA,2021-02-13,5125206.0,4946738.0,178468.0,246260.0,2.41,2.33,0.08,1159.0,"Oxford/AstraZeneca, Sinovac"
426,Brazil,BRA,2021-02-14,5236943.0,5042713.0,194230.0,240466.0,2.46,2.37,0.09,1131.0,"Oxford/AstraZeneca, Sinovac"
427,Brazil,BRA,2021-02-15,5293979.0,5076110.0,217869.0,241206.0,2.49,2.39,0.1,1135.0,"Oxford/AstraZeneca, Sinovac"
428,Brazil,BRA,2021-02-16,5609937.0,5324317.0,285620.0,255676.0,2.64,2.5,0.13,1203.0,"Oxford/AstraZeneca, Sinovac"
429,Brazil,BRA,2021-02-17,5883539.0,5326007.0,557532.0,251887.0,2.77,2.51,0.26,1185.0,"Oxford/AstraZeneca, Sinovac"
430,Brazil,BRA,2021-02-18,6206680.0,5482925.0,723755.0,257121.0,2.92,2.58,0.34,1210.0,"Oxford/AstraZeneca, Sinovac"
431,Brazil,BRA,2021-02-19,6535156.0,5640483.0,894673.0,262717.0,3.07,2.65,0.42,1236.0,"Oxford/AstraZeneca, Sinovac"
452,Bulgaria,BGR,2021-01-18,19638.0,18524.0,1114.0,782.0,0.28,0.27,0.02,113.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
453,Bulgaria,BGR,2021-01-19,22226.0,19058.0,3168.0,921.0,0.32,0.27,0.05,133.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
454,Bulgaria,BGR,2021-01-20,24127.0,19834.0,4293.0,1013.0,0.35,0.29,0.06,146.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
455,Bulgaria,BGR,2021-01-21,25251.0,20719.0,4532.0,1081.0,0.36,0.3,0.07,156.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
456,Bulgaria,BGR,2021-01-22,26101.0,21496.0,4605.0,1139.0,0.38,0.31,0.07,164.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
457,Bulgaria,BGR,2021-01-23,26119.0,21509.0,4610.0,1112.0,0.38,0.31,0.07,160.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
458,Bulgaria,BGR,2021-01-24,26143.0,21533.0,4610.0,1099.0,0.38,0.31,0.07,158.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
459,Bulgaria,BGR,2021-01-25,26798.0,22129.0,4669.0,1023.0,0.39,0.32,0.07,147.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
460,Bulgaria,BGR,2021-01-26,29122.0,23667.0,5455.0,985.0,0.42,0.34,0.08,142.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
461,Bulgaria,BGR,2021-01-27,32917.0,25245.0,7672.0,1256.0,0.47,0.36,0.11,181.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
462,Bulgaria,BGR,2021-01-28,37636.0,26753.0,10883.0,1769.0,0.54,0.39,0.16,255.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
463,Bulgaria,BGR,2021-01-29,40805.0,27856.0,12949.0,2101.0,0.59,0.4,0.19,302.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
464,Bulgaria,BGR,2021-01-30,41020.0,27957.0,13063.0,2129.0,0.59,0.4,0.19,306.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
465,Bulgaria,BGR,2021-01-31,41125.0,28041.0,13084.0,2140.0,0.59,0.4,0.19,308.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
466,Bulgaria,BGR,2021-02-01,42634.0,28978.0,13656.0,2262.0,0.61,0.42,0.2,326.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
467,Bulgaria,BGR,2021-02-02,45917.0,30817.0,15100.0,2399.0,0.66,0.44,0.22,345.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
468,Bulgaria,BGR,2021-02-03,50124.0,33691.0,16433.0,2458.0,0.72,0.48,0.24,354.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
469,Bulgaria,BGR,2021-02-04,54025.0,36929.0,17096.0,2341.0,0.78,0.53,0.25,337.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
470,Bulgaria,BGR,2021-02-05,56860.0,39468.0,17392.0,2294.0,0.82,0.57,0.25,330.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
471,Bulgaria,BGR,2021-02-06,57016.0,39624.0,17392.0,2285.0,0.82,0.57,0.25,329.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
472,Bulgaria,BGR,2021-02-07,57038.0,39646.0,17392.0,2273.0,0.82,0.57,0.25,327.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
473,Bulgaria,BGR,2021-02-08,58888.0,41407.0,17481.0,2322.0,0.85,0.6,0.25,334.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
474,Bulgaria,BGR,2021-02-09,62428.0,44482.0,17946.0,2359.0,0.9,0.64,0.26,340.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
475,Bulgaria,BGR,2021-02-10,66163.0,47551.0,18612.0,2291.0,0.95,0.68,0.27,330.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
476,Bulgaria,BGR,2021-02-11,71123.0,51435.0,19688.0,2443.0,1.02,0.74,0.28,352.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
477,Bulgaria,BGR,2021-02-12,74694.0,54123.0,20571.0,2548.0,1.07,0.78,0.3,367.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
478,Bulgaria,BGR,2021-02-13,75320.0,54646.0,20674.0,2615.0,1.08,0.79,0.3,376.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
479,Bulgaria,BGR,2021-02-14,75388.0,54690.0,20698.0,2621.0,1.08,0.79,0.3,377.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
480,Bulgaria,BGR,2021-02-15,77436.0,56113.0,21323.0,2650.0,1.11,0.81,0.31,381.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
481,Bulgaria,BGR,2021-02-16,81338.0,58562.0,22776.0,2701.0,1.17,0.84,0.33,389.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
482,Bulgaria,BGR,2021-02-17,85920.0,61813.0,24107.0,2822.0,1.24,0.89,0.35,406.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
483,Bulgaria,BGR,2021-02-18,90514.0,65073.0,25441.0,2770.0,1.3,0.94,0.37,399.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
484,Bulgaria,BGR,2021-02-19,104268.0,77518.0,26750.0,4225.0,1.5,1.12,0.38,608.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
577,Cayman Islands,CYM,2021-02-04,11008.0,7811.0,3197.0,275.0,16.75,11.89,4.86,4184.0,Pfizer/BioNTech
582,Cayman Islands,CYM,2021-02-09,13609.0,8839.0,4770.0,450.0,20.71,13.45,7.26,6847.0,Pfizer/BioNTech
583,Cayman Islands,CYM,2021-02-10,14086.0,8912.0,5174.0,479.0,21.43,13.56,7.87,7288.0,Pfizer/BioNTech
585,Cayman Islands,CYM,2021-02-12,15543.0,9172.0,6371.0,574.0,23.65,13.96,9.69,8734.0,Pfizer/BioNTech
590,Cayman Islands,CYM,2021-02-17,16725.0,9783.0,6942.0,377.0,25.45,14.89,10.56,5736.0,Pfizer/BioNTech
592,Cayman Islands,CYM,2021-02-19,17285.0,10277.0,7008.0,249.0,26.3,15.64,10.66,3789.0,Pfizer/BioNTech
613,Chile,CHL,2021-01-13,11733.0,10704.0,1029.0,147.0,0.06,0.06,0.01,8.0,"Pfizer/BioNTech, Sinovac"
614,Chile,CHL,2021-01-14,18647.0,12822.0,5825.0,1135.0,0.1,0.07,0.03,59.0,"Pfizer/BioNTech, Sinovac"
615,Chile,CHL,2021-01-15,22076.0,13779.0,8297.0,1625.0,0.12,0.07,0.04,85.0,"Pfizer/BioNTech, Sinovac"
616,Chile,CHL,2021-01-16,22166.0,13802.0,8364.0,1638.0,0.12,0.07,0.04,86.0,"Pfizer/BioNTech, Sinovac"
617,Chile,CHL,2021-01-17,22166.0,13802.0,8364.0,1638.0,0.12,0.07,0.04,86.0,"Pfizer/BioNTech, Sinovac"
618,Chile,CHL,2021-01-18,33210.0,24846.0,8364.0,3215.0,0.17,0.13,0.04,168.0,"Pfizer/BioNTech, Sinovac"
619,Chile,CHL,2021-01-19,52513.0,44147.0,8366.0,5973.0,0.27,0.23,0.04,312.0,"Pfizer/BioNTech, Sinovac"
620,Chile,CHL,2021-01-20,61763.0,53397.0,8366.0,7147.0,0.32,0.28,0.04,374.0,"Pfizer/BioNTech, Sinovac"
621,Chile,CHL,2021-01-21,64820.0,56454.0,8366.0,6596.0,0.34,0.3,0.04,345.0,"Pfizer/BioNTech, Sinovac"
622,Chile,CHL,2021-01-22,65231.0,56865.0,8366.0,6165.0,0.34,0.3,0.04,323.0,"Pfizer/BioNTech, Sinovac"
623,Chile,CHL,2021-01-23,65231.0,56865.0,8366.0,6152.0,0.34,0.3,0.04,322.0,"Pfizer/BioNTech, Sinovac"
624,Chile,CHL,2021-01-24,65231.0,56865.0,8366.0,6152.0,0.34,0.3,0.04,322.0,"Pfizer/BioNTech, Sinovac"
625,Chile,CHL,2021-01-25,66648.0,56883.0,9765.0,4777.0,0.35,0.3,0.05,250.0,"Pfizer/BioNTech, Sinovac"
626,Chile,CHL,2021-01-26,67264.0,56905.0,10359.0,2107.0,0.35,0.3,0.05,110.0,"Pfizer/BioNTech, Sinovac"
627,Chile,CHL,2021-01-27,67299.0,56906.0,10393.0,791.0,0.35,0.3,0.05,41.0,"Pfizer/BioNTech, Sinovac"
628,Chile,CHL,2021-01-28,67299.0,56906.0,10393.0,354.0,0.35,0.3,0.05,19.0,"Pfizer/BioNTech, Sinovac"
629,Chile,CHL,2021-01-29,67304.0,56906.0,10398.0,296.0,0.35,0.3,0.05,15.0,"Pfizer/BioNTech, Sinovac"
630,Chile,CHL,2021-01-30,67304.0,56906.0,10398.0,296.0,0.35,0.3,0.05,15.0,"Pfizer/BioNTech, Sinovac"
631,Chile,CHL,2021-01-31,67304.0,56906.0,10398.0,296.0,0.35,0.3,0.05,15.0,"Pfizer/BioNTech, Sinovac"
632,Chile,CHL,2021-02-01,67304.0,56906.0,10398.0,94.0,0.35,0.3,0.05,5.0,"Pfizer/BioNTech, Sinovac"
633,Chile,CHL,2021-02-02,80421.0,70017.0,10404.0,1880.0,0.42,0.37,0.05,98.0,"Pfizer/BioNTech, Sinovac"
634,Chile,CHL,2021-02-03,250264.0,239860.0,10404.0,26138.0,1.31,1.25,0.05,1367.0,"Pfizer/BioNTech, Sinovac"
635,Chile,CHL,2021-02-04,425652.0,413141.0,12511.0,51193.0,2.23,2.16,0.07,2678.0,"Pfizer/BioNTech, Sinovac"
636,Chile,CHL,2021-02-05,594314.0,581133.0,13181.0,75287.0,3.11,3.04,0.07,3938.0,"Pfizer/BioNTech, Sinovac"
637,Chile,CHL,2021-02-06,621697.0,608511.0,13186.0,79199.0,3.25,3.18,0.07,4143.0,"Pfizer/BioNTech, Sinovac"
638,Chile,CHL,2021-02-07,630282.0,617096.0,13186.0,80425.0,3.3,3.23,0.07,4207.0,"Pfizer/BioNTech, Sinovac"
